Codeblock,minflt,majflt,utime,stime,num_threads,vsize,rss,processor,stack_size,rchar,wchar,read_bytes,write_bytes,canceled_write_bytes,num_file_desc,nicRcvBytes,nicRcvPckts,nicSentBytes,nicSentPckts,IPInTruncatedPkts,IPInOctets,IPOutOctets
running another simple hack to avoid running tsts on debug builds_host,246840,0,173,222,1,180367360,1358,1,140517471207325,61282010183,7488480401,98332672,7303602176,635670528,7,21499316176,83325208,31869377257,24655294,0,17953297065,30515300316
checking the existence of lock file_host,246853,0,173,222,1,180367360,1358,0,140517471207325,61282010183,7488480565,98332672,7303610368,635670528,7,21499317618,83325217,31869378557,24655298,0,17953298783,30515303480
checking the space in worker temp directory_host,246922,0,173,222,1,180367360,1358,0,140517471207325,61282018907,7488480786,98332672,7303614464,635670528,7,21499318938,83325226,31869380707,24655307,0,17953299940,30515304900
running the test cases on the worker_host,246922,0,173,222,1,180367360,1358,0,140517471207325,61282018907,7488480786,98332672,7303614464,635670528,7,21499320047,83325232,31869382147,24655311,0,17953300274,30515304900
figuring out the result of the test_host,248527,0,174,223,1,180367360,1358,2,140517471207325,62896355168,7635040194,98332672,7451197440,635969536,7,21504801040,83385069,32023292215,24760867,0,17957693107,30662596816
calculating the time it took to run the test_host,249471,0,174,224,1,180367360,1358,0,140517471207325,62896398897,7635047673,98332672,7451226112,635973632,7,21504801612,83385073,32023293839,24760871,0,17957695445,30662604716
writing the results to the results table in database_network,249549,0,174,224,1,180367360,1358,0,140517471207325,62896398897,7635047760,98332672,7451230208,635973632,8,21504806426,83385103,32023302061,24760886,0,17957698969,30662607668
commiting to the results table in the database_network,249549,0,174,224,1,180367360,1358,0,140517471207325,62896398897,7635047760,98332672,7451230208,635973632,8,21504807882,83385114,32023303981,24760891,0,17957699661,30662607720
writing the results to the metrics table in database_network,249688,0,175,224,1,180367360,1358,1,140517471207325,62896519243,7635107178,98332672,7451299840,635973632,8,21504808980,83385122,32023308249,24760901,0,17957763624,30662674863
removing the temporary directory on worker_host,249699,0,175,224,1,180367360,1358,1,140517471207325,62896519243,7635107265,98332672,7451303936,635973632,8,21504810652,83385134,32023310487,24760906,0,17957764850,30662677011
exiting from the database after writing to the results table_network,249935,0,175,224,1,180367360,1358,2,140517471207325,62896523155,7635107643,98332672,7451320320,635981824,7,21504813853,83385151,32023317733,24760919,0,17957768709,30662686894
writing the results to the summary table in database_network,249977,0,175,224,1,180367360,1358,0,140517471207325,62896523155,7635107801,98332672,7451324416,635981824,8,21504815126,83385159,32023320347,24760924,0,17957772675,30662692782
commiting to the SUMMARY table in the database_network,249977,0,175,224,1,180367360,1358,2,140517471207325,62896523155,7635107882,98332672,7451328512,635981824,8,21504816942,83385173,32023325905,24760933,0,17957773997,30662695732
exiting from the database after writing to the SUMMARY table_network,249977,0,175,224,1,180367360,1358,2,140517471207325,62896523155,7635107977,98332672,7451332608,635981824,7,21504818551,83385184,32023325975,24760934,0,17957775641,30662698805
sending a notification of the results if appropriate_network,250267,0,175,224,1,180367360,1358,2,140517471207325,62897002684,7635108506,98332672,7451348992,635981824,8,21504822097,83385209,32023340321,24760959,0,17957781453,30662715310
checking if there is a more critical commit we could work on_network,250267,0,175,224,1,180367360,1358,2,140517471207325,62897002684,7635108506,98332672,7451348992,635981824,8,21504823164,83385214,32023343575,24760964,0,17957781660,30662715362
disconnecting from the database_network,250280,0,175,224,1,180367360,1358,0,140517471207325,62897002684,7635108601,98332672,7451353088,635981824,8,21504824549,83385224,32023346925,24760969,0,17957783664,30662719236
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,250282,0,175,224,1,180367360,1358,0,140517471207325,62897002684,7635108812,98332672,7451361280,635981824,7,21504826267,83385235,32023350409,24760975,0,17957785111,30662726189
running another simple hack to avoid running tsts on debug builds_host,250449,0,175,224,1,180367360,1358,0,140517471207325,62897004641,7635109046,98332672,7451373568,635981824,8,21504831020,83385265,32023365731,24760996,0,17957788712,30662737509
checking if there is a more critical commit we could work on_network,250560,0,175,225,1,180367360,1358,2,140517471207325,62897016598,7635109103,98332672,7451377664,635981824,8,21504835126,83385298,32023369657,24761003,0,17957794002,30662743452
disconnecting from the database_network,250571,0,175,225,1,180367360,1358,2,140517471207325,62897016598,7635109198,98332672,7451381760,635981824,8,21504837125,83385309,32023373609,24761009,0,17957796349,30662747855
running two hacks to avoid problems with ISS750 regressions and Cell MFC tests that have simdebug instruction set_host,250572,0,175,225,1,180367360,1358,2,140517471207325,62897016598,7635109264,98332672,7451385856,635981824,7,21504838915,83385319,32023377625,24761015,0,17957797504,30662751924
